,team,color,alt_color,logos,id,jersey,name,position,height,weight,year
2645,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",5177146,7,Jeffrey Langston Jr.,F,80,205,4
2646,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",4709140,15,Hercy Miller,G,75,175,4
2647,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",5241355,8,Shawn Mitchell,G,72,-1,1
2648,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",5177723,23,Duncan Reid,SG,76,-1,1
2649,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",4433168,14,Jamari Sibley,F,80,185,4
2650,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",5111919,3,Jamir Simpson,G,77,205,4
2651,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",5241356,0,Xavier Sykes,G,70,-1,3
2652,Southern Utah,#c72026,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png']",5177721,13,Tainui Taiaroa,PG,79,-1,2
2653,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5116222,1,Kayden Carter,F,79,205,3
2654,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5243013,5,Trey Deveaux,F,77,205,4
2655,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5106845,14,Massal Diouf,F,81,240,3
2656,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5243016,23,AJ Dixon,G,77,205,3
2657,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5177655,24,Tay Knox,F,81,210,3
2658,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5106596,3,Marko Maletic,G,78,208,4
2659,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",4703009,2,Ryan Myers,G,73,180,4
2660,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5177653,20,Rodrick Payne,F,80,230,3
2661,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5243015,11,Ifiok Peter,F,78,225,2
2662,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5107629,52,Kiyron Powell,C,82,210,3
2663,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",4898315,0,Julius Rollins,G,79,199,3
2664,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5177533,55,Sean Smith,G,75,185,4
2665,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5243014,10,Caleb Thompson,G,77,187,2
2666,Western Illinois,#4e1e8a,#ffc90a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",5177515,4,Kimahri Wilson,G,73,170,3
2667,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,30,Jerrick Baines,G,71,-1,3
2668,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,10,Jalen Behr,G,76,-1,4
2669,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,24,Quentin Beverly,G,72,-1,1
2670,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,3,Braeden Board,G,78,-1,3
2671,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,20,Dalyn Davis,G,74,-1,1
2672,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,14,Willie Davis,G,77,-1,4
2673,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,11,Coby Harris,G,70,-1,3
2674,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,12,Dylan Hooter,G,76,-1,3
2675,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,31,Chrys Jackson,G,75,180,3
2676,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,13,Ralph Johnson,G,72,-1,4
2677,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,0,Xavier Johnson,F,79,190,4
2678,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,5,Kile Mingo,G,74,160,4
2679,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,22,Tykeem Singleton,G,76,175,4
2680,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,2,Seth Thomas,F,77,-1,4
2681,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,23,Cameron Walker,G,73,-1,1
2682,Centenary (LA),#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],,4,Joseph Wiggins,F,78,180,4
2683,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4433257,23,Quincy Allen,F,80,190,3
2684,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5247968,25,Michael Brown,F,80,215,4
2685,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5109776,20,Tehshaundre Cole,F,77,215,3
2686,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5241708,22,Dailliss Cox,F,78,205,4
2687,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4703207,11,Noble Crawford,F,77,195,4
2688,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5106594,15,CJ Delancy,F,81,210,3
2689,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5107520,13,Jalen Forrest,G,77,230,3
2690,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5109770,2,Deshawn Jean-Charles,G,79,200,3
2691,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4896956,5,Cameron Jernigan,F,79,220,4
2692,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5175830,32,Gerald Jones III,F,82,220,3
2693,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5241707,1,Troy McKoy Jr.,G,77,205,1
2694,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5109778,35,Taeyon Neal,F,82,315,4
2695,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5182411,14,Alex Raiford,G,75,170,4
2696,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5112819,10,Matthew Robinson,G,76,180,1
2697,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5177728,0,Greg Spate,G,79,185,2
2698,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5108787,12,Gabe Spinelli,G,75,190,3
2699,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5107324,3,Joe Spinelli,G,72,170,3
2700,Chicago State,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5106049,4,Saxby Sunderland,G,76,190,3
2701,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4897641,2,Marquis Barnett,G,76,195,4
2702,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4700874,15,Mike Bekelja,G,72,184,4
2703,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4589474,1,VonCameron Davis,F,77,229,4
2704,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5108091,14,Magnus Entenmann,F,80,225,2
2705,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5108093,23,Delrecco Gillespie,F,80,216,3
2706,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4898317,42,Cli'Ron Hornbeak,C,81,238,4
2707,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5242949,-1,Drew Huffman,F,77,223,1
2708,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5176207,55,Donovan Hunter,F,80,197,2
2709,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5242947,21,Deandre Jones,F,80,200,1
2710,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5242948,41,Derrick Lee Jr.,F,77,205,1
2711,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5174637,11,Cian Medley,G,71,165,2
2712,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4590364,22,Anthony Morales,F,80,195,4
2713,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5108090,5,Brenden Moss,G,77,190,2
2714,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5101677,0,Jonas Nichols,G,75,206,1
2715,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5242950,-1,Jaiden Pennicott,G,74,164,1
2716,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4593739,8,Morgan Safford,G,77,210,4
2717,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",4898316,13,Jalen Sullinger,G,70,167,4
2718,Kent State,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",5106846,4,Jamal Sumlin,G,75,180,2
2719,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5176216,33,Blake Anderson,G,75,200,2
2720,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5243053,22,Brant Byers,F,80,195,1
2721,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5176213,11,Mekhi Cooper,G,73,165,2
2722,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5105607,4,Kam Craft,F,78,205,2
2723,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5176214,14,Hampton Dauparas,F,77,230,2
2724,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5093252,0,Eian Elmer,F,78,205,2
2725,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5176212,2,Evan Ipsaro,G,72,200,2
2726,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5176215,24,Jackson Kotecki,F,81,225,2
2727,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",4707008,25,Dan Luers,G,77,220,4
2728,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5176217,35,Reece Potter,C,85,215,2
2729,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5243052,6,Jack Sauer,G,74,180,1
2730,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5101653,3,Luke Skaljac,G,74,180,1
2731,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5106674,5,Peter Suder,G,77,215,3
2732,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5105859,13,Antwone Woolfolk,F,81,235,3
2733,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5243054,29,Ethan Wright,G,76,162,2
2734,Miami (OH),#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",5108031,8,Eli Yofan,G,74,205,3
2735,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",4432441,25,Obinna Anochili-Killen,F,80,220,4
2736,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",4609661,23,Mikal Dawson,G,77,222,4
2737,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",4897504,2,Wyatt Fricks,F,82,205,3
2738,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5115346,5,Cade Gibbs,F,78,222,4
2739,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5115347,4,Jakob Gibbs,F,77,208,4
2740,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5240547,11,Erich Harding,F,82,222,1
2741,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",4702068,41,Nate Martin,F,80,235,4
2742,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5240545,3,Dezayne Mingo,G,76,185,3
2743,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5240549,14,Grant Moore,G,78,190,2
2744,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5240548,12,William Moore,G,76,188,1
2745,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5176560,7,Ryan Nutter,G,76,189,2
2746,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5176561,8,Kycen Pruett,G,76,184,2
2747,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5105514,0,Kai Spears,G,75,164,3
2748,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",4704015,50,Jalen Speer,G,73,182,4
2749,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",4897506,13,Creighton Thieneman,G,77,195,3
2750,Marshall,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",5240546,9,Kaiden White,G,75,180,1
2751,Akron,#00285e,#84754e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png']",5241469,2,Rich Brisco,F,80,230,1
2752,Akron,#00285e,#84754e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png']",4702973,13,Isaiah Gray,G,75,219,4
2753,Akron,#00285e,#84754e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png']",5241472,11,Conner Groce,G,72,165,1
